site,transect,cell,period,latitude,longitude,date,observer,time_started,time_num,wind_conditions,temperature,light_conditions,rain_conditions,hab_category,CBWF,flora,playback,prev_observed,southern_whiteface,yellow-throated_miner,white-winged_fairywren
TO1,A,4,A4,-27.40104955,135.3053498,9/09/2024,DAW,15:30:00,15.5,light,warm,sunny,none,Eremophila shrubland,0,,,N,0,0,0
TO1,A,1,A1,-27.40105804,135.3076125,9/09/2024,DAW,14:30:00,14.5,moderate,warm,sunny,none,Eremophila shrubland,0,,,N,0,0,0
TO1,A,3,A3,-27.4010364,135.3098775,9/09/2024,DAW,15:10:00,15.17,light,warm,sunny,none,Eremophila shrubland,0,,,N,0,0,0
TO1,A,5,A5,-27.40104066,135.3121308,9/09/2024,DAW,15:50:00,15.83,light,warm,sunny,none,Eremophila shrubland,0,,,N,0,0,0
TO1,A,2,A2,-27.405184,135.303107,9/09/2024,DAW,14:50:00,14.83,moderate,warm,sunny,none,Eremophila shrubland,0,,,N,0,0,4
TO1,B,1,B1,-27.405196,135.305339,9/09/2024,NRS,14:30:00,14.5,moderate,warm,sunny,none,Eremophila shrubland,0,,,N,0,0,0
TO1,B,2,B2,-27.405104,135.307648,9/09/2024,NRS,14:50:00,14.83,moderate,warm,sunny,none,Eremophila shrubland,0,,,N,0,0,0
TO1,B,3,B3,-27.404977,135.309908,9/09/2024,NRS,15:10:00,15.17,moderate,warm,sunny,none,Eremophila shrubland,0,,,N,0,0,0
TO1,B,4,B4,-27.405104,135.312126,9/09/2024,NRS,15:30:00,15.5,moderate,warm,sunny,none,Eremophila shrubland,0,,,N,0,0,0
TO2,B,4,B4,-27.28594091,135.0014902,9/09/2024,NRS,11:02:00,11.03,light,warm,sunny,none,Chenopod shrubland,0,,,N,0,0,0
TO2,B,5,B5,-27.28594916,134.9992198,9/09/2024,NRS,11:22:00,11.37,light,warm,sunny,none,Chenopod shrubland,0,,,N,0,0,0
TO2,B,1,B1,-27.2859351,134.9969644,9/09/2024,NRS,10:02:00,10.03,moderate,cool,sunny,none,Chenopod shrubland,0,,,N,0,0,7
TO2,B,2,B2,-27.28594301,134.994704,9/09/2024,NRS,10:22:00,10.37,moderate,cool,sunny,none,Chenopod shrubland,0,,,N,0,0,9
TO2,A,3,A3,-27.28593785,134.9924504,9/09/2024,DAW,10:36:00,10.6,moderate,warm,sunny,none,Chenopod shrubland,0,,,N,0,0,2
TO2,A,4,A4,-27.289958,134.992469,9/09/2024,DAW,10:56:00,10.93,moderate,warm,sunny,none,Chenopod shrubland,0,,,N,0,0,0
TO2,A,1,A1,-27.289929,134.99471,9/09/2024,DAW,9:56:00,9.93,moderate,warm,sunny,none,Chenopod shrubland,0,,,N,0,0,0
TO2,A,2,A2,-27.290008,134.996906,9/09/2024,DAW,10:16:00,10.27,moderate,warm,sunny,none,Chenopod shrubland,0,,,N,0,1,0
TO2,B,3,B3,-27.290054,134.999193,9/09/2024,NRS,10:42:00,10.7,moderate,cool,sunny,none,Chenopod shrubland,0,,,N,0,0,0
TO2,A,5,A5,-27.28992,135.00158,9/09/2024,DAW,11:16:00,11.27,moderate,warm,sunny,none,Chenopod shrubland,0,,,N,0,0,4
TO3,A,5,A5,-27.21943389,134.7719482,9/09/2024,DAW,8:28:00,8.47,moderate,cool,sunny,none,Chenopod shrubland,0,,,N,0,0,0
TO3,A,1,A1,-27.2214466,134.7719557,9/09/2024,DAW,7:08:00,7.13,light,cool,sunny,none,Chenopod shrubland,0,,,N,0,0,0
TO3,A,2,A2,-27.22347347,134.7719372,9/09/2024,DAW,7:28:00,7.47,light,cool,sunny,none,Chenopod shrubland,0,,,N,0,0,0
TO3,B,1,B1,-27.22548614,134.7719442,9/09/2024,NRS,7:11:00,7.18,light,cool,sunny,none,Chenopod shrubland,0,,,N,0,0,0
TO3,B,2,B2,-27.22750413,134.7719371,9/09/2024,NRS,7:31:00,7.52,light,cool,sunny,none,Chenopod shrubland,0,,,N,0,0,0
TO3,B,3,B3,-27.219533,134.776437,9/09/2024,NRS,7:51:00,7.85,light,cool,sunny,none,Chenopod shrubland,0,,,N,0,0,0
TO3,A,3,A3,-27.221471,134.776403,9/09/2024,DAW,7:48:00,7.8,moderate,cool,sunny,none,Chenopod shrubland,0,,,N,0,0,0
TO3,A,4,A4,-27.223469,134.776529,9/09/2024,DAW,8:08:00,8.13,moderate,cool,sunny,none,Chenopod shrubland,0,,,N,0,0,0
TO3,B,4,B4,-27.22549,134.77647,9/09/2024,NRS,8:11:00,8.18,moderate,cool,sunny,none,Chenopod shrubland,0,,,N,0,0,0
TO3,B,5,B5,-27.227483,134.776573,9/09/2024,NRS,8:31:00,8.52,moderate,cool,sunny,none,Chenopod shrubland,0,,,N,0,0,0
WC1,A,5,A5,-28.91478954,136.3610546,10/09/2024,DAW,12:15:00,12.25,light,warm,sunny,none,Chenopod shrubland,0,,,N,0,0,0
WC1,A,1,A1,-28.91476378,136.3633457,10/09/2024,DAW,10:55:00,10.92,moderate,warm,sunny,none,Chenopod shrubland,0,,,N,0,0,0
WC1,A,2,A2,-28.91473305,136.3656343,10/09/2024,DAW,11:15:00,11.25,moderate,warm,sunny,none,Chenopod shrubland,0,,,N,0,0,3
WC1,A,3,A3,-28.91471351,136.3679197,10/09/2024,DAW,11:35:00,11.58,moderate,warm,sunny,none,Chenopod shrubland,0,,,N,0,0,0
WC1,A,4,A4,-28.9147048,136.3702039,10/09/2024,DAW,11:55:00,11.92,moderate,warm,sunny,none,Chenopod shrubland,0,,,N,0,0,0
WC1,B,1,B1,-28.920671,136.363585,10/09/2024,NRS,10:56:00,10.93,moderate,warm,sunny,none,Chenopod shrubland,0,,,N,0,0,2
WC1,B,2,B2,-28.920668,136.365744,10/09/2024,NRS,11:16:00,11.27,moderate,warm,sunny,none,Chenopod shrubland,0,,,N,0,0,0
WC1,B,3,B3,-28.920783,136.36791,10/09/2024,NRS,11:36:00,11.6,moderate,warm,sunny,none,Chenopod shrubland,0,,,N,0,0,0
WC1,B,4,B4,-28.920842,136.370199,10/09/2024,NRS,11:56:00,11.93,moderate,warm,sunny,none,Chenopod shrubland,0,,,N,0,0,4
WC1,B,5,B5,-28.920762,136.37255,10/09/2024,NRS,15:56:00,15.93,moderate,warm,sunny,none,Chenopod shrubland,0,,,N,0,0,2
WH1,A,3,A3,-27.34120617,133.9286794,8/09/2024,NRS,10:51:00,10.85,light,cool,overcast,none,Chenopod shrubland,0,,,N,0,0,0
WH1,B,1,B1,-27.34121564,133.9309355,8/09/2024,DAW,10:10:00,10.17,light,cool,overcast,none,Eremophila shrubland,0,,,N,0,0,0
WH1,B,2,B2,-27.34123793,133.9331927,8/09/2024,DAW,10:30:00,10.5,moderate,cool,overcast,none,Eremophila shrubland,0,,,N,0,0,0
WH1,A,1,A1,-27.34125571,133.9354607,8/09/2024,NRS,10:11:00,10.18,light,cool,overcast,none,Eremophila shrubland,0,,,N,0,0,0
WH1,A,5,A5,-27.34127062,133.9377151,8/09/2024,NRS,11:31:00,11.52,moderate,cool,overcast,none,Eremophila shrubland,0,,,N,2,0,0
WH1,A,2,A2,-27.337246,133.928665,8/09/2024,NRS,10:31:00,10.52,light,cool,overcast,none,Eremophila shrubland,0,,,N,0,0,0
WH1,B,4,B4,-27.337135,133.931064,8/09/2024,DAW,11:10:00,11.17,moderate,cool,overcast,none,Low chenopod shrubland,0,,,N,0,0,0
WH1,A,4,A4,-27.337299,133.933329,8/09/2024,NRS,11:11:00,11.18,moderate,cool,overcast,none,Low chenopod shrubland,0,,,N,0,0,0
WH1,B,5,B5,-27.337299,133.935478,8/09/2024,DAW,11:30:00,11.5,moderate,cool,overcast,none,Low chenopod shrubland,0,,,N,0,0,0
WH1,B,3,B3,-27.337186,133.937743,8/09/2024,DAW,10:50:00,10.83,moderate,cool,overcast,none,Low chenopod shrubland,0,,,N,0,0,0
WH2,A,2,A2,-27.29229469,133.6821194,8/09/2024,DAW,7:45:00,7.75,light,cool,overcast,none,Eremophila shrubland,0,,,Y,0,0,0
WH2,A,3,A3,-27.2922728,133.6798622,8/09/2024,DAW,8:05:00,8.08,light,cool,overcast,none,Eremophila shrubland,0,,,Y,0,0,0
WH2,A,1,A1,-27.29225321,133.6776025,8/09/2024,DAW,7:25:00,7.42,still,cool,overcast,none,Eremophila shrubland,0,,,Y,0,0,0
WH2,A,4,A4,-27.29223635,133.6753414,8/09/2024,DAW,8:25:00,8.42,light,cool,overcast,none,Eremophila shrubland,0,,,Y,0,0,0
WH2,A,5,A5,-27.29221687,133.6730884,8/09/2024,DAW,8:45:00,8.75,still,cool,overcast,none,Eremophila shrubland,0,,,Y,0,0,0
WH2,B,1,B1,-27.29631,133.681961,8/09/2024,NRS,7:26:00,7.43,still,cool,overcast,none,Low chenopod shrubland,0,,,Y,0,0,3
WH2,B,3,B3,-27.296354,133.679827,8/09/2024,NRS,8:06:00,8.1,still,cool,overcast,none,Low chenopod shrubland,0,,,Y,0,0,0
WH2,B,5,B5,-27.296294,133.677501,8/09/2024,NRS,8:46:00,8.77,still,cool,overcast,none,Low chenopod shrubland,0,,,Y,0,0,0
WH2,B,2,B2,-27.296317,133.675307,8/09/2024,NRS,7:46:00,7.77,still,cool,overcast,none,Low chenopod shrubland,0,,,Y,0,0,0
WH2,B,4,B4,-27.29624,133.673015,8/09/2024,NRS,8:26:00,8.43,still,cool,overcast,none,Low chenopod shrubland,0,,,Y,0,0,0
WI3,A,2,A2,-29.975931,137.971925,23/09/2024,PC,7:08:00,7.13,light,cool,mostly cloudy,none,Low chenopod shrubland,0,,,N,0,0,4
WI3,A,3,A3,-29.977883,137.971956,23/09/2024,PC,7:30:00,7.5,light,cool,mostly cloudy,none,Low chenopod shrubland,0,,,N,0,0,0
WI3,B,1,B1,-29.979975,137.971956,23/09/2024,CM,6:45:00,6.75,light,cool,mostly cloudy,none,Low chenopod shrubland,0,,,N,0,0,0
WI3,B,2,B2,-29.981925,137.971786,23/09/2024,CM,7:07:00,7.12,light,cool,mostly cloudy,none,Low chenopod shrubland,0,,,N,0,0,4
WI3,B,3,B3,-29.983969,137.971833,23/09/2024,CM,7:30:00,7.5,light,cool,mostly cloudy,none,Low chenopod shrubland,0,,,N,0,0,0
WI3,A,4,A4,-29.976142,137.976639,23/09/2024,PC,8:00:00,8,moderate,warm,mostly cloudy,none,Low chenopod shrubland,0,,,N,0,0,0
WI3,A,5,A5,-29.978069,137.976639,23/09/2024,PC,8:20:00,8.33,moderate,warm,mostly cloudy,none,Low chenopod shrubland,0,,,N,0,0,5
WI3,B,4,B4,-29.97995,137.976536,23/09/2024,CM,7:54:00,7.9,moderate,warm,mostly cloudy,none,Low chenopod shrubland,0,,,N,0,0,1
WI3,B,5,B5,-29.982114,137.976386,23/09/2024,CM,8:20:00,8.33,moderate,warm,mostly cloudy,none,Low chenopod shrubland,0,,,N,0,0,0
WI3,A,1,A1,-29.984072,137.976361,23/09/2024,PC,6:45:00,6.75,light,cool,mostly cloudy,none,Low chenopod shrubland,0,,,N,0,0,5
WI1,B,1,B1,-29.944983,137.942872,23/09/2024,CM,9:54:00,9.9,moderate,warm,mostly cloudy,none,Chenopod shrubland,0,,,N,0,0,0
WI1,A,2,A2,-29.945022,137.945175,23/09/2024,PC,10:20:00,10.33,light,warm,mostly cloudy,none,Low chenopod shrubland,0,,,N,0,0,8
WI1,A,3,A3,-29.945081,137.947481,23/09/2024,PC,10:42:00,10.7,light,warm,mostly cloudy,none,Low chenopod shrubland,0,,,N,0,0,0
WI1,A,4,A4,-29.945125,137.949828,23/09/2024,PC,11:03:00,11.05,light,warm,mostly cloudy,none,Low chenopod shrubland,0,,,N,0,0,0
WI1,A,5,A5,-29.945172,137.952164,23/09/2024,PC,11:20:00,11.33,light,warm,mostly cloudy,none,Low chenopod shrubland,0,,,N,0,0,0
WI1,B,2,B2,-29.948903,137.942944,23/09/2024,CM,10:14:00,10.23,light,warm,mostly cloudy,none,Low chenopod shrubland,0,,,N,0,0,0
WI1,B,3,B3,-29.948989,137.945089,23/09/2024,CM,10:34:00,10.57,light,warm,mostly cloudy,none,Low chenopod shrubland,0,,,N,0,0,0
WI1,B,4,B4,-29.949044,137.947553,23/09/2024,CM,11:01:00,11.02,light,warm,mostly cloudy,none,Low chenopod shrubland,0,,,N,0,0,6
WI1,B,5,B5,-29.949203,137.949736,23/09/2024,CM,11:21:00,11.35,light,warm,mostly cloudy,none,Low chenopod shrubland,0,,,N,0,0,2
WI1,A,1,A1,-29.949206,137.951964,23/09/2024,PC,9:50:00,9.83,moderate,warm,mostly cloudy,none,Low chenopod shrubland,0,,,N,0,0,2
WIL1,B,3,B3,-30.63145229,134.9674872,9/08/2024,SLG,8:48:00,8.8,light,cool,partly cloudy,none,Chenopod shrubland,4,Lycium,No,Y,0,0,6
WIL1,A,4,A4,-30.63143898,134.9698226,9/08/2024,DAW,9:05:00,9.08,light,cool,mostly cloudy,none,Chenopod shrubland,0,,,Y,0,0,2
WIL1,B,4,B4,-30.63145383,134.9721469,9/08/2024,SLG,9:08:00,9.13,light,cool,partly cloudy,none,Chenopod shrubland,0,,,Y,0,0,3
WIL1,A,1,A1,-30.63145116,134.974476,9/08/2024,DAW,8:05:00,8.08,still,cool,mostly cloudy,none,Chenopod shrubland,0,,,Y,0,0,0
WIL1,A,2,A2,-30.63144866,134.9768087,9/08/2024,DAW,8:25:00,8.42,still,cool,mostly cloudy,none,Chenopod shrubland,0,,,Y,0,0,3
WIL1,A,3,A3,-30.63543851,134.9675092,9/08/2024,DAW,8:45:00,8.75,still,cool,mostly cloudy,none,Chenopod shrubland,0,,,Y,0,0,6
WIL1,B,1,B1,-30.63546509,134.9698426,9/08/2024,SLG,8:08:00,8.13,still,cool,mostly cloudy,none,Chenopod shrubland,0,,,Y,0,0,2
WIL1,B,2,B2,-30.63553071,134.9721531,9/08/2024,SLG,8:28:00,8.47,still,cool,partly cloudy,none,Chenopod shrubland,0,,,Y,0,0,2
WIL1,A,5,A5,-30.63545744,134.9744652,9/08/2024,DAW,9:25:00,9.42,light,cool,mostly cloudy,none,Chenopod shrubland,2,Maireana,No,Y,0,0,0
WIL1,B,5,B5,-30.63545493,134.97679,9/08/2024,SLG,9:28:00,9.47,light,cool,partly cloudy,none,Chenopod shrubland,0,,,Y,2,0,5
WIL2,A,5,A5,-30.60521895,134.9721593,9/08/2024,DAW,11:32:00,11.53,still,warm,partly cloudy,none,Chenopod shrubland,2,Maireana,No,Y,0,1,4
WIL2,A,1,A1,-30.60321871,134.9721721,9/08/2024,DAW,10:12:00,10.2,light,cool,partly cloudy,none,Chenopod shrubland,2,Lycium,Yes,Y,0,0,0
WIL2,B,1,B1,-30.60118728,134.9721781,9/08/2024,SLG,10:12:00,10.2,light,warm,partly cloudy,none,Chenopod shrubland,3,Maireana,Yes,Y,0,0,0
WIL2,B,3,B3,-30.5991638,134.9721644,9/08/2024,SLG,10:52:00,10.87,light,warm,partly cloudy,none,Chenopod shrubland,2,Maireana,Yes,Y,0,0,0
WIL2,B,2,B2,-30.59714253,134.9721577,9/08/2024,SLG,10:32:00,10.53,light,warm,partly cloudy,none,Chenopod shrubland,0,,,Y,0,0,2
WIL2,B,4,B4,-30.60524195,134.9770316,9/08/2024,SLG,11:12:00,11.2,light,warm,partly cloudy,none,Chenopod shrubland,2,Maireana,Yes,Y,0,0,8
WIL2,B,5,B5,-30.60311812,134.97674,9/08/2024,SLG,11:32:00,11.53,light,warm,partly cloudy,none,Chenopod shrubland,0,,,Y,0,0,2
WIL2,A,2,A2,-30.6012214,134.9767748,9/08/2024,DAW,10:32:00,10.53,light,cool,partly cloudy,none,Low chenopod shrubland,2,Maireana,No,Y,0,0,4
WIL2,A,4,A4,-30.59858324,134.9767451,9/08/2024,DAW,11:12:00,11.2,still,warm,partly cloudy,none,Low chenopod shrubland,3,Maireana,No,Y,0,0,6
WIL2,A,3,A3,-30.597148,134.976826,9/08/2024,DAW,10:52:00,10.87,light,cool,partly cloudy,none,Low chenopod shrubland,0,,,Y,0,0,8
